0,0,0,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,
25.37389498,20.35583328,19.80762487,,,,,,,,,,,,,
19.2931177,21.76667685,18.9745836,,,,,,,,,,,,,
27.33832121,27.49081261,36.58057407,,,,,,,,,,,,,
26.55851839,26.40663327,27.88867937,,,,,,,,,,,,,
24.36519892,26.31396996,23.49023007,,,,,,,,,,,,,
30.30382872,22.56609449,32.98034432,,,,,,,,,,,,,
37.75026953,31.6584297,33.03883322,,,,,,,,,,,,,
31.70310413,33.61684456,31.82013576,,,,,,,,,,,,,
42.67325028,39.68596882,47.62566531,,,,,,,,,,,,,
41.08045854,41.4516601,43.1348227,,,,,,,,,,,,,
43.28760275,39.92803213,35.40271676,,,,,,,,,,,,,
48.20165818,38.54413027,46.18650576,,,,,,,,,,,,,
57.46463825,42.32145179,44.68077412,,,,,,,,,,,,,
42.59960771,45.28139025,53.08598044,,,,,,,,,,,,,
56.94763438,59.09694758,62.25766608,,,,,,,,,,,,,
64.99308004,52.55856757,68.93215969,,,,,,,,,,,,,
54.4357112,71.86437685,46.52856712,,,,,,,,,,,,,
55.85589708,49.43478831,68.30641807,,,,,,,,,,,,,
65.84092233,43.72531074,62.36460794,,,,,,,,,,,,,
53.0793261,57.19601175,67.16521516,,,,,,,,,,,,,
61.68379181,73.64214989,75.88993356,,,,,,,,,,,,,
62.1864199,65.10321516,89.38894409,,,,,,,,,,,,,
65.55603189,66.55625617,80.42455235,,,,,,,,,,,,,
59.54732298,55.39241782,76.01345566,,,,,,,,,,,,,
68.37879351,68.72881234,77.21929846,,,,,,,,,,,,,
53.72410114,55.80835493,82.48404471,,,,,,,,,,,,,
67.18086146,70.72927798,92.52224195,,,,,,,,,,,,,
66.71675602,67.94744336,105.1036019,,,,,,,,,,,,,
57.28757705,73.58951061,92.15718051,,,,,,,,,,,,,
65.44821321,58.93147573,86.28669261,,,,,,,,,,,,,
67.0937592,60.9269475,83.83341845,,,,,,,,,,,,,
44.53432895,45.68077121,86.23621882,,,,,,,,,,,,,
